Step,GeneCountMin,GeneCountMax,GeneCountAvg,GeneCountSE,PopMin,PopMax,PopAvg,PopSE,SpeciesMin,SpeciesMax,SpeciesAvg,SpeciesSE,GeneCount1,Pop1,Species1,GeneCount2,Pop2,Species2,GeneCount3,Pop3,Species3,GeneCount4,Pop4,Species4,GeneCount5,Pop5,Species5,GeneCount6,Pop6,Species6,GeneCount7,Pop7,Species7,GeneCount8,Pop8,Species8,GeneCount9,Pop9,Species9,GeneCount10,Pop10,Species10
1,5,5,5,0,100,101,100.1,0.284253,99,100,99.8,0.126491,5,101,99,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,100,99,5,100,100,5,100,100
2,5,5,5,0,100,102,100.2,0.329848,99,100,99.8,0.126491,5,102,99,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,100,99,5,100,100,5,100,100
3,5,5,5,0,100,102,100.3,0.311127,99,100,99.8,0.126491,5,102,99,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,101,99,5,100,100,5,100,100
4,5,5,5,0,100,103,100.5,0.390896,99,100,99.8,0.126491,5,103,99,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,102,99,5,100,100,5,100,100
5,5,5,5,0,100,104,100.8,0.544794,99,100,99.8,0.126491,5,104,99,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,104,99,5,100,100,5,100,100
6,5,5,5,0,100,104,100.8,0.544794,99,100,99.8,0.126491,5,104,99,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,104,99,5,100,100,5,100,100
7,5,5,5,0,100,105,101,0.672904,99,100,99.8,0.126491,5,105,99,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,105,99,5,100,100,5,100,100
8,5,5,5,0,100,106,101.1,0.748866,99,100,99.8,0.126491,5,106,99,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,105,99,5,100,100,5,100,100
9,5,5,5,0,100,106,101.2,0.805481,99,100,99.8,0.126491,5,106,99,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,106,99,5,100,100,5,100,100
10,5,5,5,0,100,108,101.4,0.940638,99,100,99.8,0.126491,5,106,99,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,108,99,5,100,100,5,100,100
11,5,5,5,0,100,108,101.4,0.940638,98,100,99.7,0.204939,5,106,98,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,108,99,5,100,100,5,100,100
12,5,5,5,0,100,108,101.3,0.881363,97,100,99.6,0.296648,5,105,97,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,108,99,5,100,100,5,100,100
13,5,5,5,0,99,106,100.5,0.559285,91,100,98.6,1.00399,5,99,91,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,106,95,5,100,100,5,100,100
14,5,5,5,0,99,103,100.2,0.329848,90,100,98.1,1.31833,5,99,91,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,103,90,5,100,100,5,100,100
15,5,5,5,0,89,100,98.5,1.24611,80,100,96.3,2.59731,5,89,80,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,96,83,5,100,100,5,100,100
16,5,5,5,0,69,100,94.2,4.20818,57,100,91.9,5.71052,5,73,62,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,100,100,5,69,57,5,100,100,5,100,100
17,5,5,5,0,0,15,2.7,31.0517,0,1,0.2,31.4965,5,12,1,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,15,1,5,0,0,5,0,0
18,5,5,5,0,0,16,2.8,31.0241,0,1,0.2,31.4965,5,12,1,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,16,1,5,0,0,5,0,0
19,5,5,5,0,0,18,3,30.9699,0,1,0.2,31.4965,5,12,1,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,18,1,5,0,0,5,0,0
20,5,5,5,0,0,18,3.1,30.9416,0,1,0.2,31.4965,5,13,1,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,18,1,5,0,0,5,0,0
21,5,5,5,0,0,19,3.1,30.9432,0,1,0.2,31.4965,5,12,1,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,19,1,5,0,0,5,0,0
22,5,5,5,0,0,22,3.5,30.8365,0,1,0.2,31.4965,5,13,1,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,22,1,5,0,0,5,0,0
23,5,5,5,0,0,23,3.7,30.7829,0,1,0.2,31.4965,5,14,1,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,23,1,5,0,0,5,0,0
24,5,5,5,0,0,25,3.9,30.7328,0,1,0.2,31.4965,5,14,1,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,25,1,5,0,0,5,0,0
